route_id,index,from_stop,to_stop,metres,seconds,seconds_peak,seconds_offpeak,trips
12297,26,71508,71704,1207.0,273,334.5,254,487
12297,27,71704,73081,521.0,117,145,109.0,487
12297,28,73081,61987,5647.0,1274,1573.5,1186,487
12297,29,61987,61934,2251.0,507,634.0,472,487
12297,30,61934,61983,2283.0,515,643,480.0,487
12297,31,61983,61941,696.0,157,196,146.0,487
12297,32,61941,61971,0.0,331,415.0,308,487
12298,0,61971,61940,1068.0,174,,174,11
12298,1,61940,61975,712.0,116,,116,11
12298,2,61975,61926,2243.0,365,,365,11
12298,3,61926,61984,2280.0,371,,371,11
12298,4,61984,71675,6074.0,988,,988,11
12298,5,71675,71596,1450.0,236,,236,11
12298,6,71596,71597,539.0,88,,88,11
12298,7,71597,71598,781.0,127,,127,11
12298,8,71598,71676,644.0,105,,105,11
12298,9,71676,71678,372.0,61,,61,11
12298,10,71678,71681,516.0,84,,84,11
12298,11,71681,71683,443.0,72,,72,11
12298,12,71683,71684,475.0,77,,77,11
12298,13,71684,71686,574.0,93,,93,11
12298,14,71686,71688,411.0,67,,67,11
12298,15,71688,71690,404.0,66,,66,11
12299,0,61971,61940,0.0,194,,194,71
12299,1,61940,61975,0.0,130,,130,71
12299,2,61975,61926,0.0,408,,408,71
12299,3,61926,61984,0.0,415,,415,71
12299,4,61984,71675,0.0,1105,,1105,71
12299,5,71675,71596,0.0,264,,264,71
12299,6,71596,71597,0.0,98,,98,71
12299,7,71597,71598,0.0,142,,142,71
12299,8,71598,71676,0.0,118,,118,71
12299,9,71676,71678,0.0,67,,67,71
12299,10,71678,71681,0.0,94,,94,71
12299,11,71681,71683,0.0,81,,81,71
12299,12,71683,71684,0.0,86,,86,71
12299,13,71684,71686,0.0,105,,105,71
12299,14,71686,71688,0.0,75,,75,71
12299,15,71688,71690,0.0,73,,73,71
12299,16,71690,71692,25.0,60,,60,71
12299,17,71692,71694,667.0,121,,121,71
12299,18,71694,71696,481.0,87,,87,71
12299,19,71696,71505,1185.0,216,,216,71
12299,20,71505,71701,291.0,53,,53,71
12299,21,71701,71706,583.0,106,,106,71
12299,22,71706,71506,425.0,77,,77,71
12299,23,71506,71702,389.0,71,,71,71
12299,24,71702,71507,380.0,69,,69,71
12299,25,71507,71508,790.0,144,,144,71
12299,26,71508,71704,1207.0,220,,220,71
12299,27,71704,73081,521.0,95,,95,71
12299,28,73081,61987,5647.0,1027,,1027,71
12299,29,61987,61934,2251.0,410,,410,71
12299,30,61934,61983,2283.0,415,,415,71
12299,31,61983,61941,696.0,127,,127,71
12299,32,61941,61971,0.0,267,,267,71
12300,0,61971,61940,1068.0,204,,204,3
12300,1,61940,61975,712.0,136,,136,3
12300,2,61975,61926,2243.0,429,,429,3
12300,3,61926,61984,2280.0,436,,436,3
12300,4,61984,71675,6074.0,1161,,1161,3
12300,5,71675,71596,1450.0,278,,278,3
12300,6,71596,71597,539.0,103,,103,3
12300,7,71597,71598,781.0,149,,149,3
12300,8,71598,71676,644.0,123,,123,3
12300,9,71676,71678,372.0,71,,71,3
12300,10,71678,71681,516.0,99,,99,3
12300,11,71681,71683,443.0,85,,85,3
12300,12,71683,71684,475.0,90,,90,3
12300,13,71684,71686,574.0,110,,110,3
12300,14,71686,71688,411.0,79,,79,3
12300,15,71688,71690,404.0,77,,77,3
12462,0,61966,61977,2203.0,338,336,338.0,369
12462,1,61977,61938,572.0,87,87.0,87,369
12462,2,61938,61949,1248.0,191,190.5,191,369
12462,3,61949,61930,487.0,75,74,75.0,369
12462,4,61930,61990,909.0,139,139,140.5,369
12462,5,61990,61953,632.0,97,97,97.5,369
12462,6,61953,61863,2160.0,331,330.0,337,369
12462,7,61863,61871,1407.0,216,215.0,219,369
12462,8,61871,61884,1976.0,302,302,308.0,369
12462,9,61884,61856,524.0,81,80.0,81,369
12462,10,61856,61915,593.0,91,91.0,93,369
12462,11,61915,61892,2387.0,365,364.0,372,369
12462,12,61892,62021,745.0,114,114.0,116,369
12462,13,62021,73237,1877.0,288,288.0,292,369
12466,0,61971,61940,0.0,214.0,,214.0,8
12466,1,61940,61975,0.0,142.5,,142.5,8
12466,2,61975,61926,0.0,448.5,,448.5,8
12466,3,61926,61984,0.0,456.5,,456.5,8
12466,4,61984,71675,0.0,1347.0,,1347.0,8
12466,5,71675,71596,0.0,290.5,,290.5,8
12466,6,71596,71597,0.0,108.0,,108.0,8
12466,7,71597,71598,0.0,156.0,,156.0,8
12466,8,71598,71676,0.0,129.0,,129.0,8
12466,9,71676,71678,0.0,74.5,,74.5,8
12466,10,71678,71681,0.0,103.0,,103.0,8
12466,11,71681,71683,0.0,89.0,,89.0,8
12466,12,71683,71684,0.0,95.0,,95.0,8
12466,13,71684,71686,0.0,115.0,,115.0,8
12466,14,71686,71688,0.0,82.0,,82.0,8
12466,15,71688,71690,26.5,81.0,,81.0,8
12466,16,71690,71692,327.0,65.5,,65.5,8
12466,17,71692,56778,552.0,111.0,,111.0,8
12466,18,56778,71696,596.0,119.5,,119.5,8
12466,19,71696,71505,1185.0,237.0,,237.0,8
12466,20,71505,71701,291.0,58.5,,58.5,8
12466,21,71701,71706,583.0,116.0,,116.0,8
12466,22,71706,71506,425.0,85.0,,85.0,8
12466,23,71506,71702,389.0,78.0,,78.0,8
12466,24,71702,71507,380.0,76.5,,76.5,8
12466,25,71507,71508,790.0,158.0,,158.0,8
12466,26,71508,71704,1207.0,242.0,,242.0,8
12466,27,71704,73081,521.0,104.0,,104.0,8
12466,28,73081,61987,5647.0,1130.0,,1130.0,8
12466,29,61987,61934,2251.0,450.5,,450.5,8
12466,30,61934,61983,2283.0,457.0,,457.0,8
12466,31,61983,61941,696.0,140.0,,140.0,8
12466,32,61941,61971,0.0,293.5,,293.5,8
12558,0,73218,61209,1249.0,235.0,274.0,231.0,414
12558,1,61209,61223,719.0,135.0,158.0,133.0,414
12558,2,61223,61204,567.0,107.0,124.0,105.0,414
12558,3,61204,61199,440.0,83.0,97,81,414
12558,4,61199,61191,2630.0,495.0,577.0,487.0,414
12558,5,61191,61183,1176.0,221.0,257.0,217.0,414
12558,6,61183,61161,2567.0,483.0,564,476,414
12558,7,61161,74238,2144.0,403.0,470,396,414
12558,8,74238,74160,4949.0,930.0,1085.0,917.0,414
12558,9,74160,61790,2655.0,499.0,583.0,491.0,414
12558,10,61790,61814,1613.0,304.0,354,299,414
12558,11,61814,61811,1599.0,300.0,350.0,297.0,414
12558,12,61811,61778,619.0,117.0,136.0,115.0,414
12558,13,61778,61773,1614.0,303.0,354,299,414
12558,14,61773,73459,1307.0,246.0,285,243,414
12576,0,61235,61250,1270.0,202.0,229.5,198.5,278
12576,1,61250,61224,1319.0,211.0,238.5,206.5,278
12576,2,61224,61204,509.0,81.0,92.0,80.0,278
12576,3,61204,61199,440.0,70.0,79.0,68.5,278
12576,4,61199,61243,1465.0,234.0,265.0,229.5,278
12576,5,61243,62042,4452.0,710.0,802.0,695.0,278
12576,6,62042,61216,843.0,134.0,152,132,278
12576,7,61216,74107,2547.0,406.0,459,397,278
12576,8,74107,74211,2191.0,349.0,395.0,342.0,278
12576,9,74211,74189,1149.0,184.0,207.5,180.0,278
12576,10,74189,61925,1878.0,299.0,338,293,278
12612,0,61693,73788,2617.0,359.0,378,358,380
12612,1,73788,61628,2057.0,283.0,299,280,380
12612,2,61628,61668,1896.0,260.0,276,258,380
12612,3,61668,61718,3716.0,510.0,544.0,507.0,380
12612,4,61718,61641,705.0,97.0,104.0,96.0,380
12612,5,61641,61563,9008.0,1237.0,1320.0,1228.0,380
12612,6,61563,61185,2100.0,289.0,307,286,380
12612,7,61185,61232,699.0,96.0,103.5,95.0,380
12612,8,61232,61248,1937.0,266.0,286.5,264.0,380
12612,9,61248,61206,1792.0,246.0,267.0,244.0,380
12612,10,61206,61210,1079.0,148.0,161.0,148.0,380
12612,11,61210,73221,1669.0,229.0,249.5,227.0,380
12621,0,61692,73788,2690.0,382,461,374.0,107
12621,1,73788,61713,1233.0,175,210,172.0,107
12621,2,61713,61628,824.0,117,139,115.0,107
12621,3,61628,61656,549.0,78,94,76.0,107
12621,4,61656,74097,805.0,114,135.5,112,107
12621,5,74097,61219,15518.0,2202,2624.5,2161,107
12621,6,61219,61163,325.0,46,55.0,45,107
12621,7,61163,61258,551.0,78,93.0,77,107
12621,8,61258,61179,965.0,137,163.0,134,107
12621,9,61179,61193,2226.0,316,375.0,310,107
12621,10,61193,61149,1898.0,269,320.0,264,107
12639,0,61689,73788,2724.0,540,610.5,537,651
12639,1,73788,61715,1304.0,259,294.5,258,651
12639,2,61715,61629,822.0,163,186,162.0,651
12639,3,61629,61658,557.0,111,126.5,110,651
12639,4,61658,74097,728.0,144,165,143.0,651
12639,5,74097,61664,391.0,78,89,77.0,651
12639,6,61664,61696,1348.0,267,307,266.0,651
12639,7,61696,61623,845.0,168,193,167.0,651
12639,8,61623,61701,826.0,163,188,163.0,651
12639,9,61701,61645,442.0,88,100.5,87,651
12639,10,61645,61719,464.0,92,106,92.0,651
12639,11,61719,61642,713.0,142,163.0,140,651
12639,12,61642,61592,596.0,118,136.5,118,651
12639,13,61592,61707,497.0,98,113.5,98,651
12639,14,61707,61649,633.0,126,145.0,125,651
12639,15,61649,74179,721.0,143,164.5,142,651
12644,0,73218,74096,895.0,177,180,158.5,105
12644,1,74096,61173,7087.0,1399,1424,1251.5,105
12644,2,61173,62042,910.0,180,184.0,158,105
12644,3,62042,61157,159.0,31,32.0,28,105
12644,4,61157,61216,684.0,135,138,119.5,105
12644,5,61216,74191,5801.0,1145,1176,1015.0,105
12644,6,74191,74183,2287.0,452,467,411.0,105
12644,7,74183,61780,5172.0,1022,1061,957.5,105
12644,8,61780,73460,2903.0,573,612,559.0,105
12646,0,73219,74096,0.0,165.0,194,163,408
12646,1,74096,72907,0.0,323.0,379,319,408
12646,2,72907,61197,0.0,37.0,43,36,408
12646,3,61197,61242,0.0,264.0,310,261,408
12646,4,61242,61171,0.0,623.0,732,615,408
12646,5,61171,61216,0.0,325.0,380,321,408
12646,6,61216,74309,0.0,203.0,239,201,408
12646,7,74309,74109,0.0,262.0,307,259,408
12646,8,74109,74117,0.0,176.0,206.0,174.0,408
12646,9,74117,74243,0.0,189.0,221,186,408
12646,10,74243,74181,0.0,594.0,695,588,408
12646,11,74181,61791,0.0,250.0,292.5,247.0,408
12646,12,61791,61794,0.0,101.0,118.0,100.0,408
12646,13,61794,61786,0.0,131.0,154,129,408
12646,14,61786,61819,0.0,581.0,676,574,408
12646,15,61819,61840,0.0,136.0,160.0,135.0,408
12646,16,61840,61827,0.0,108.0,125.0,106.0,408
12646,17,61827,74221,0.0,64.0,74.0,63.0,408
12646,18,74221,73876,0.0,219.0,256.5,217.5,408
12646,19,73876,61839,0.0,305.0,354,302,408
12648,0,74181,61791,0.0,252.5,,252.5,4
12648,1,61791,61794,0.0,101.5,,101.5,4
12648,2,61794,61786,0.0,132.5,,132.5,4
12648,3,61786,61819,0.0,586.0,,586.0,4
12648,4,61819,61840,0.0,138.0,,138.0,4
12648,5,61840,61827,0.0,108.0,,108.0,4
12648,6,61827,74221,0.0,65.0,,65.0,4
12648,7,74221,73876,0.0,221.5,,221.5,4
12648,8,73876,61839,0.0,307.5,,307.5,4
12771,0,62316,61861,0.0,345,392.0,339,237
12771,1,61861,61911,0.0,567,647,556.0,237
12771,2,61911,61857,0.0,249,284.0,243,237
12771,3,61857,61915,0.0,106,121.0,104,237
12771,4,61915,74151,0.0,205,235,201.0,237
12771,5,74151,74152,0.0,112,128,109.0,237
12771,6,74152,74154,0.0,291,333,285.0,237
12771,7,74154,74206,0.0,68,79,67.0,237
12771,8,74206,74155,599.0,300,343.0,294,237
12771,9,74155,74213,524.0,106,121,103.0,237
12771,10,74213,74138,507.0,102,117,100.0,237
12771,11,74138,74153,716.0,144,165,141.0,237
12771,12,74153,61916,1772.0,357,409,349.0,237
12771,13,61916,61859,593.0,119,136,117.0,237
12771,14,61859,61912,1167.0,235,269.0,230,237
12771,15,61912,74208,2827.0,570,652.0,558,237
12771,16,74208,62316,0.0,369,423.0,361,237
12772,0,62316,61861,0.0,333,,333,41
12772,1,61861,61911,0.0,548,,548,41
12772,2,61911,61857,0.0,240,,240,41
12772,3,61857,61915,0.0,103,,103,41
12772,4,61915,74151,0.0,198,,198,41
12772,5,74151,74152,0.0,108,,108,41
12772,6,74152,74154,0.0,281,,281,41
12772,7,74154,74206,0.0,67,,67,41
12772,8,74206,74155,346.0,289,,289,41
12772,9,74155,74213,524.0,102,,102,41
12772,10,74213,74138,507.0,99,,99,41
12772,11,74138,74153,716.0,139,,139,41
12772,12,74153,61916,1772.0,345,,345,41
12772,13,61916,61859,593.0,116,,116,41
12772,14,61859,61912,1167.0,227,,227,41
12772,15,61912,74208,2827.0,550,,550,41
12772,16,74208,62316,0.0,455,,455,41
12773,0,62316,61861,0.0,259.0,,259.0,56
12773,1,61861,61911,0.0,426.0,,426.0,56
12773,2,61911,61857,0.0,186.0,,186.0,56
12773,3,61857,61915,0.0,80.0,,80.0,56
12773,4,61915,74151,0.0,153.5,,153.5,56
12773,5,74151,74152,0.0,84.0,,84.0,56
12773,6,74152,74154,0.0,218.5,,218.5,56
12773,7,74154,74206,0.0,52.0,,52.0,56
12773,8,74206,74155,599.0,224.5,,224.5,56
12773,9,74155,74213,524.0,79.5,,79.5,56
12773,10,74213,74138,507.0,77.0,,77.0,56
12773,11,74138,74153,716.0,108.0,,108.0,56
12773,12,74153,61916,1772.0,268.0,,268.0,56
12773,13,61916,61859,593.0,90.0,,90.0,56
12773,14,61859,61912,1167.0,176.5,,176.5,56
12773,15,61912,74208,2827.0,427.0,,427.0,56
12773,16,74208,62316,0.0,277.5,,277.5,56
12811,0,73236,61889,0.0,159.0,186,155,312
12811,1,61889,74093,0.0,294.0,344,287,312
12811,2,74093,61883,0.0,112.0,132.5,109.0,312
12811,3,61883,61917,0.0,141.0,165,137,312
12811,4,61917,61859,0.0,90.0,107,88,312
12811,5,61859,61912,0.0,200.0,235.0,194.0,312
12811,6,61912,61879,0.0,99.0,115,96,312
12811,7,61879,61875,0.0,145.0,170.5,141.0,312
12811,8,61875,74092,0.0,113.0,133,110,312
12811,9,74092,74181,0.0,578.0,677,562,312
12811,10,74181,61791,0.0,241.0,283.0,235.0,312
12811,11,61791,61815,0.0,277.0,325.0,269.0,312
12811,12,61815,61776,0.0,356.0,420,348,312
12811,13,61776,74225,0.0,461.0,546.0,450.0,312
12811,14,74225,73874,0.0,213.0,255.5,208.0,312
12811,15,73874,73325,0.0,286.0,341.5,279.0,312
12814,0,73459,61775,2308.0,412.0,460,405,370
12814,1,61775,61784,1640.0,294.0,335,286,370
12814,2,61784,61812,597.0,107.0,122,104,370
12814,3,61812,61817,1604.0,287.0,328,279,370
12814,4,61817,61793,1604.0,287.0,328,278,370
12814,5,61793,74161,2600.0,464.0,531,452,370
12814,6,74161,74242,5120.0,915.0,1047,890,370
12814,7,74242,61165,2124.0,380.0,434,369,370
12814,8,61165,61187,2308.0,412.0,471,401,370
12814,9,61187,61195,1432.0,256.0,293,249,370
12814,10,61195,61203,2405.0,430.0,492,418,370
12814,11,61203,61207,591.0,106.0,121,103,370
12814,12,61207,61226,344.0,61.0,70.0,60.0,370
12814,13,61226,61211,737.0,132.0,151.0,128.0,370
12814,14,61211,73218,2033.0,363.0,416.5,353.0,370
12815,0,73221,61208,1617.0,236.0,289,233,294
12815,1,61208,61205,1401.0,204.0,250,202,294
12815,2,61205,61242,1809.0,263.0,321.5,261.0,294
12815,3,61242,61228,1881.0,274.0,334.5,271.0,294
12815,4,61228,61181,438.0,64.0,79.0,63.5,294
12815,5,61181,61565,2549.0,372.0,455.0,368.5,294
12815,6,61565,61640,8690.0,1266.0,1553,1257,294
12815,7,61640,61717,710.0,103.0,124.5,103.0,294
12815,8,61717,61660,3729.0,544.0,651,539,294
12815,9,61660,61626,1821.0,265.0,309,264,294
12815,10,61626,73790,2124.0,309.0,357.5,307.0,294
12815,11,73790,61693,2365.0,345.0,394.0,342.0,294
12818,0,73223,73652,1076.0,210,246,208.0,527
12818,1,73652,73657,727.0,142,166.0,140,527
12818,2,73657,61496,365.0,71,83.0,71,527
12818,3,61496,73548,617.0,120,141,119.0,527
12818,4,73548,73412,3102.0,605,708.0,599,527
12818,5,73412,61509,350.0,69,79,67.0,527
12818,6,61509,74311,2343.0,457,531,453.0,527
12818,7,74311,74107,1506.0,293,338.0,290,527
12818,8,74107,74115,999.0,195,224,193.0,527
12818,9,74115,74211,1192.0,233,268.0,231,527
12818,10,74211,61925,3027.0,590,679,584.0,527
12819,0,73234,62309,3545.0,575,644.0,547,297
12819,1,62309,61882,538.0,87,98.5,83,297
12819,2,61882,61917,886.0,144,161.5,136,297
12819,3,61917,61858,465.0,75,85,72.0,297
12819,4,61858,61886,522.0,85,96.0,80,297
12819,5,61886,61873,2051.0,332,374.0,313,297
12819,6,61873,61901,663.0,108,121,102.0,297
12819,7,61901,74190,2420.0,392,443,371.0,297
12819,8,74190,74244,1214.0,197,222.5,186,297
12819,9,74244,74116,1063.0,173,195,163.0,297
12819,10,74116,74108,990.0,160,181,152.0,297
12819,11,74108,74308,1409.0,229,258,216.0,297
12819,12,74308,61165,1686.0,273,309.0,259,297
12819,13,61165,61195,3740.0,607,684,573.5,297
12819,14,61195,61245,1039.0,168,191,160.0,297
12819,15,61245,61149,801.0,130,147.0,123,297
12820,0,61141,61244,857.0,130,147.0,129,289
12820,1,61244,61191,1113.0,169,191,167.5,289
12820,2,61191,61161,3743.0,569,643,562.0,289
12820,3,61161,74307,1639.0,249,282,246.0,289
12820,4,74307,74109,1369.0,208,235.5,205,289
12820,5,74109,74115,925.0,141,158.5,139,289
12820,6,74115,74245,1049.0,159,181,157.0,289
12820,7,74245,74189,1292.0,197,221.0,194,289
12820,8,74189,61899,2171.0,329,372,326.0,289
12820,9,61899,61871,658.0,100,112,98.0,289
12820,10,61871,61885,2042.0,311,349,306.0,289
12820,11,61885,61857,523.0,79,89.5,79,289
12820,12,61857,61914,462.0,70,79,69.0,289
12820,13,61914,61880,821.0,125,139.5,123,289
12820,14,61880,61850,605.0,92,103.5,91,289
12820,15,61850,73234,2743.0,417,467.0,411,289
12822,0,61836,73875,0.0,421,452,402.0,33
12822,1,73875,74224,0.0,242,261.0,231,33
12822,2,74224,62294,0.0,88,95.0,84,33
12822,3,62294,61843,0.0,123,132.0,118,33
12822,4,61843,61823,0.0,145,156,138.0,33
12822,5,61823,61785,0.0,187,201,178.0,33
12822,6,61785,61816,0.0,424,451.5,405,33
12822,7,61816,74182,0.0,600,621.5,582,33
12822,8,74182,61923,0.0,755,759,732.0,33
12825,0,61836,73875,0.0,391.0,421.0,391.0,330
12825,1,73875,61828,0.0,317.0,341.0,317.0,330
12825,2,61828,61812,0.0,517.0,558,517,330
12825,3,61812,61977,0.0,542.0,584.0,542.0,330
12825,4,61977,61961,0.0,246.0,264,246,330
12825,5,61961,61928,0.0,176.0,190.0,176.0,330
12825,6,61928,61992,0.0,200.0,216,200,330
12825,7,61992,61985,0.0,238.0,256.0,238.0,330
12825,8,61985,62316,0.0,88.0,95,88,330
12826,0,71424,61986,0.0,101,105.0,101,339
12826,1,61986,61994,0.0,236,245.0,236,339
12826,2,61994,61935,0.0,210,219,210.0,339
12826,3,61935,61962,0.0,156,162,156.0,339
12826,4,61962,61981,0.0,245,251.5,245,339
12826,5,61981,61811,0.0,530,536,530.0,339
12826,6,61811,61826,0.0,510,513.0,510,339
12826,7,61826,73876,0.0,305,305.0,305,339
12826,8,73876,61836,0.0,317,317.0,317,339
12841,0,74180,61285,788.0,163,187.0,160,673
12841,1,61285,61648,498.0,103,118.5,102,673
12841,2,61648,61703,652.0,135,155,132.0,673
12841,3,61703,61583,476.0,98,113.0,97,673
12841,4,61583,61639,604.0,125,144,123.0,673
12841,5,61639,61716,707.0,146,168,144.0,673
12841,6,61716,61644,466.0,97,111,95.0,673
12841,7,61644,61698,439.0,90,105,89.0,673
12841,8,61698,61619,916.0,190,217.5,186,673
12841,9,61619,62298,759.0,157,179.5,155,673
12841,10,62298,61663,1343.0,277,316.5,273,673
12841,11,61663,61672,409.0,85,96,83.0,673
12841,12,61672,61652,724.0,149,170,148.0,673
12841,13,61652,61627,621.0,129,146.0,126,673
12841,14,61627,61711,731.0,151,172.0,149,673
12841,15,61711,73790,1324.0,274,312.0,269,673
12841,16,73790,61689,2255.0,466,530,459.0,673
12842,0,61839,73877,0.0,410.0,452.0,400.0,418
12842,1,73877,74223,0.0,222.0,245,217,418
12842,2,74223,62294,0.0,67.0,74,65,418
12842,3,62294,61843,0.0,114.0,126,112,418
12842,4,61843,61823,0.0,135.0,148.0,131.0,418
12842,5,61823,61789,0.0,626.0,688,610,418
12842,6,61789,61797,0.0,140.0,154,137,418
12842,7,61797,74091,0.0,110.0,121,108,418
12842,8,74091,74178,0.0,279.0,307,272,418
12842,9,74178,74212,0.0,605.0,664.5,591.0,418
12842,10,74212,74116,0.0,213.0,234.5,207.0,418
12842,11,74116,74108,0.0,187.0,205.5,183.0,418
12842,12,74108,74308,0.0,266.0,293,260,418
12842,13,74308,61217,0.0,231.0,254,225,418
12842,14,61217,61177,0.0,349.0,383.0,341.0,418
12842,15,61177,61248,0.0,663.0,730,646,418
12842,16,61248,61201,0.0,227.0,250.0,222.0,418
12842,17,61201,72906,0.0,98.0,108.0,96.0,418
12842,18,72906,61252,0.0,342.0,374,334,418
12842,19,61252,73219,0.0,265.0,290.0,258.0,418
12871,0,62012,61761,2767.0,406.0,437.0,403.0,504
12871,1,61761,61768,463.0,68.0,73,67,504
12871,2,61768,73581,1346.0,198.0,215,196,504
12871,3,73581,61764,3326.0,489.0,532.0,485.0,504
12871,4,61764,61576,2258.0,331.0,361,327,504
12871,5,61576,61544,1941.0,285.0,314,281,504
12871,6,61544,73804,812.0,120.0,132,118,504
12871,7,73804,61537,3301.0,485.0,537.0,479.0,504
12871,8,61537,62020,482.0,71.0,79.0,70.0,504
12871,9,62020,61483,1363.0,201.0,223.0,197.0,504
12871,10,61483,73415,1263.0,185.0,207,183,504
12871,11,73415,61479,1069.0,157.0,176,155,504
12871,12,61479,61517,587.0,86.0,96,86,504
12871,13,61517,61494,691.0,102.0,114,100,504
12871,14,61494,73226,2023.0,297.0,333,293,504
12872,0,73226,61497,2267.0,324.0,353.0,318.0,488
12872,1,61497,61519,543.0,77.0,85.5,76.0,488
12872,2,61519,61481,591.0,84.0,92.5,83.0,488
12872,3,61481,73416,1076.0,154.0,170,151,488
12872,4,73416,61485,1254.0,179.0,197.5,175.0,488
12872,5,61485,62032,1283.0,183.0,202,180,488
12872,6,62032,61539,482.0,69.0,76,68,488
12872,7,61539,73803,3315.0,473.0,520,464,488
12872,8,73803,61546,812.0,116.0,127,114,488
12872,9,61546,61580,1864.0,266.0,291.5,262.0,488
12872,10,61580,61767,2312.0,330.0,362,324,488
12872,11,61767,74095,3302.0,471.0,516,462,488
12872,12,74095,61771,1365.0,195.0,212.0,192.0,488
12872,13,61771,61762,460.0,66.0,71,64,488
12872,14,61762,62012,2616.0,373.0,406.0,367.0,488
12873,0,61238,72936,1124.0,145.0,163.0,143.0,690
12873,1,72936,61197,1944.0,250.0,281,249,690
12873,2,61197,61242,1485.0,191.0,215.0,189.0,690
12873,3,61242,61189,1146.0,148.0,167,147,690
12873,4,61189,61173,2433.0,313.0,354,310,690
12873,5,61173,61566,1347.0,174.0,195.5,172.0,690
12873,6,61566,62032,878.0,113.0,127.0,112.0,690
12873,7,62032,61608,1598.0,206.0,232.0,204.0,690
12873,8,61608,61615,2274.0,292.0,329,291,690
12873,9,61615,61546,737.0,95.0,106,94,690
12873,10,61546,61599,2579.0,332.0,372.0,329.0,690
12873,11,61599,61729,1099.0,142.0,159,140,690
12873,12,61729,61739,3690.0,475.0,533.0,471.0,690
12873,13,61739,61755,3969.0,511.0,569,507,690
12873,14,61755,62015,603.0,78.0,85,77,690
12874,0,62015,61752,775.0,102.0,107.5,101.0,678
12874,1,61752,61735,4050.0,533.0,561,529,678
12874,2,61735,61727,3623.0,477.0,503,473,678
12874,3,61727,73813,952.0,125.0,132.0,124.0,678
12874,4,73813,73535,2649.0,349.0,368,346,678
12874,5,73535,62026,715.0,94.0,99.0,93.0,678
12874,6,62026,61604,2304.0,303.0,320,301,678
12874,7,61604,62017,1580.0,208.0,219.0,206.0,678
12874,8,62017,61564,1211.0,159.0,168.0,158.0,678
12874,9,61564,61175,1101.0,145.0,153.0,144.0,678
12874,10,61175,61193,2375.0,313.0,329,310,678
12874,11,61193,61248,1204.0,158.0,167,157,678
12874,12,61248,61201,1202.0,159.0,167,157,678
12874,13,61201,74098,2146.0,282.0,298.5,280.0,678
12874,14,74098,61238,1466.0,193.0,205,191,678
12877,0,74182,61897,4007.0,353,,353,3
12877,1,61897,61869,656.0,57,,57,3
12877,2,61869,61876,824.0,73,,73,3
12877,3,61876,61910,517.0,45,,45,3
12877,4,61910,61856,1236.0,109,,109,3
12877,5,61856,61914,527.0,47,,47,3
12877,6,61914,61881,890.0,78,,78,3
12877,7,61881,61851,595.0,52,,52,3
12877,8,61851,62021,1713.0,151,,151,3
12877,9,62021,73236,1817.0,160,,160,3
12878,0,73325,73877,2117.0,356.0,362.5,355.0,448
12878,1,73877,74223,1176.0,198.0,202.0,197.0,448
12878,2,74223,61782,2476.0,417.0,426.5,415.0,448
12878,3,61782,61816,2206.0,371.0,382,370,448
12878,4,61816,74091,1623.0,273.0,281,272,448
12878,5,74091,74182,1334.0,224.0,232,223,448
12878,6,74182,61897,4007.0,675.0,694.0,672.0,448
12878,7,61897,61869,656.0,110.0,114.0,109.0,448
12878,8,61869,61876,824.0,139.0,143.0,138.0,448
12878,9,61876,61910,517.0,87.0,90,86,448
12878,10,61910,61856,1236.0,208.0,214.0,207.0,448
12878,11,61856,61914,527.0,88.0,92.0,88.0,448
12878,12,61914,61881,890.0,150.0,154,148,448
12878,13,61881,61851,595.0,100.0,103,99,448
12878,14,61851,62021,1713.0,288.0,297,286,448
12878,15,62021,73236,1817.0,306.0,315.0,303.0,448
12879,0,61838,74224,0.0,469,508.0,434,399
12879,1,74224,61842,0.0,140,153.0,129,399
12879,2,61842,61801,0.0,436,474,403.0,399
12879,3,61801,61788,0.0,132,144,123.0,399
12879,4,61788,61796,0.0,105,114.0,97,399
12879,5,61796,72757,0.0,301,328.5,278,399
12879,6,72757,61578,0.0,391,427,362.0,399
12879,7,61578,61570,0.0,576,627,533.0,399
12879,8,61570,61533,0.0,250,272,231.0,399
12879,9,61533,61564,0.0,250,273,232.0,399
12879,10,61564,61234,0.0,397,432.0,366,399
12879,11,61234,61151,0.0,375,407.5,347,399
12879,12,61151,61226,0.0,202,220,187.0,399
12879,13,61226,61251,0.0,176,190.5,162,399
12881,0,61249,61223,0.0,177,238,174.0,359
12881,1,61223,61143,0.0,232,317.5,229,359
12881,2,61143,61230,0.0,353,481.0,347,359
12881,3,61230,61565,0.0,391,530,385.0,359
12881,4,61565,61542,0.0,208,281,204.0,359
12881,5,61542,61574,0.0,250,341.5,246,359
12881,6,61574,61582,0.0,543,735,534.5,359
12881,7,61582,72763,0.0,361,497,355.0,359
12881,8,72763,61795,0.0,282,388,278.0,359
12881,9,61795,61787,0.0,98,135,96.0,359
12881,10,61787,61798,0.0,126,174,124.0,359
12881,11,61798,61841,0.0,414,572.5,408,359
12881,12,61841,74221,0.0,122,170.0,120,359
12881,13,74221,61838,0.0,388,542.0,382,359
12931,0,73510,61753,1007.0,176,181,161.0,53
12931,1,61753,61741,882.0,153,155,137.0,53
12931,2,61741,61769,1599.0,279,280,249.0,53
12931,3,61769,61720,911.0,159,159,139.0,53
12931,4,61720,73581,378.0,66,66,57.5,53
